40
Device Source:1001	USB2+H14197
311,768	0
312,14	0
312,512	-0
312,884	0
313,256	0
313,628	-0
313,999	0
314,371	0
314,743	0
315,115	-0
315,487	0
315,858	0
316,23	0
316,602	0
316,973	-0
317,345	0
317,716	0
318,088	0
318,459	0
318,831	0
319,202	0
319,573	0
319,945	0
320,316	-0
320,687	0
321,058	0
321,429	0
321,801	0
322,172	-0
322,543	0
322,914	0
323,285	-0
323,656	-0
324,027	-0
324,398	-0
324,768	-0
325,139	0
325,51	0
325,881	0
326,252	0
326,622	0
326,993	0
327,364	0
327,734	0
328,105	-0
328,475	0
328,846	0
329,216	-0
329,587	0
329,957	0
330,327	0
330,698	0
331,068	0
331,438	0
331,808	0
332,178	0
332,549	0
332,919	0
333,289	0
333,659	0
334,029	0
334,399	0
334,769	0
335,139	0
335,508	0
335,878	0
336,248	0
336,618	-0
336,987	0
337,357	0
337,727	0
338,096	-0
338,466	0
338,835	0
339,205	0
339,574	0
339,944	0
340,313	0
340,683	0
341,052	0
341,421	0
341,79	0
342,16	0
342,529	0
342,898	0
343,267	0
343,636	0
344,005	0
344,374	0
344,743	0
345,112	0
345,481	0
345,85	0
346,219	0
346,588	0
346,956	0
347,325	0
347,694	0
348,062	0
348,431	0
348,8	0
349,168	0
349,537	0
349,905	0
350,274	10,92
350,642	12,16
351,01	6,28
351,379	3,45
351,747	7,63
352,115	7,97
352,483	3,58
352,852	3,3
353,22	3,51
353,588	7,54
353,956	5,47
354,324	5,89
354,692	5,84
355,06	5
355,428	4,39
355,796	14,29
356,164	5,73
356,532	-2,88
356,899	1,88
357,267	4,05
357,635	7,81
358,003	3,54
358,37	1,92
358,738	-0,67
359,105	5,84
359,473	5,05
359,84	6,92
360,208	-0,48
360,575	6,49
360,943	6,04
361,31	3,87
361,678	5,77
362,045	0,82
362,412	-4,41
362,779	8,75
363,146	5,06
363,514	5,42
363,881	4,06
364,248	1,54
364,615	4,6
364,982	1,08
365,349	8,05
365,716	4,56
366,083	-0,47
366,45	5,71
366,816	3,75
367,183	3,47
367,55	-0,26
367,917	1,88
368,283	3,24
368,65	1,93
369,017	-0,98
369,383	3,27
369,75	2,79
370,116	5,09
370,483	0,24
370,849	1,63
371,216	-0,58
371,582	1,13
371,948	7,04
372,314	-0,38
372,681	7,9
373,047	1,55
373,413	5,09
373,779	7,9
374,145	1,69
374,511	-1,24
374,877	4,39
375,243	4,39
375,609	3,1
375,975	6,23
376,341	-2,15
376,707	1,4
377,073	5,41
377,439	0,84
377,804	2,63
378,17	6,61
378,536	1,71
378,901	2,88
379,267	2,46
379,633	2,36
379,998	1,01
380,364	1,36
380,729	3,46
381,094	0,25
381,46	2,03
381,825	-0,17
382,19	1,11
382,556	3,99
382,921	3,21
383,286	2,83
383,651	3,45
384,016	2,14
384,381	5,07
384,747	0,43
385,112	-0,89
385,477	3,32
385,841	2,1
386,206	0,13
386,571	3,35
386,936	2,35
387,301	2,21
387,666	0,69
388,03	5,34
388,395	1,76
388,76	2,65
389,124	1,55
389,489	6,57
389,853	3,13
390,218	2,1
390,582	3,17
390,947	1,71
391,311	1,98
391,675	3,59
392,04	1,3
392,404	3,59
392,768	5,05
393,132	3,8
393,497	5,17
393,861	7,44
394,225	7,68
394,589	9,65
394,953	9,31
395,317	9,16
395,681	9,28
396,045	9,69
396,409	11,87
396,772	10,14
397,136	16,58
397,5	17,27
397,864	14,93
398,227	16,74
398,591	18,51
398,955	16,81
399,318	17,37
399,682	19,12
400,045	18,55
400,409	21,44
400,772	21,4
401,135	22,1
401,499	22,3
401,862	26,69
402,225	25,71
402,589	25,33
402,952	24,76
403,315	29,76
403,678	24,99
404,041	24,53
404,404	28,91
404,767	25,94
405,13	28,59
405,493	27,46
405,856	27,46
406,219	26,04
406,582	28,43
406,944	33,98
407,307	31,89
407,67	32,84
408,033	39,53
408,395	31,28
408,758	34
409,12	34,53
409,483	32,55
409,845	37,62
410,208	39,09
410,57	39,5
410,933	42,42
411,295	37,92
411,657	40,9
412,019	40,33
412,382	43,16
412,744	41,17
413,106	44,35
413,468	46,21
413,83	44,87
414,192	45,08
414,554	49,28
414,916	45,62
415,278	46,13
415,64	45,5
416,002	51,01
416,364	47,68
416,725	53,59
417,087	50,24
417,449	50,03
417,81	50,91
418,172	49,92
418,534	48,97
418,895	47,86
419,257	51,13
419,618	54,44
419,98	55,01
420,341	49,31
420,702	49,41
421,064	57,54
421,425	50,08
421,786	54,86
422,147	54,92
422,509	54,02
422,87	57,41
423,231	57,48
423,592	55,63
423,953	60,56
424,314	57,6
424,675	61,42
425,036	59,75
425,396	60,95
425,757	63,63
426,118	65,23
426,479	60,24
426,839	61,78
427,2	61,69
427,561	69,95
427,921	61,13
428,282	66,31
428,642	66,29
429,003	63,85
429,363	68,3
429,724	69,97
430,084	66,17
430,444	72,09
430,805	67,71
431,165	65,3
431,525	67,86
431,885	65,41
432,245	64,69
432,606	73,31
432,966	70,91
433,326	71,3
433,686	72,08
434,046	69,14
434,405	75,04
434,765	72,12
435,125	71,85
435,485	71,84
435,845	75,79
436,204	76,32
436,564	72,34
436,924	78,68
437,283	79,69
437,643	78,14
438,002	76,23
438,362	77,29
438,721	81,53
439,081	80,83
439,44	84,98
439,799	81,68
440,159	78,81
440,518	79,57
440,877	83,18
441,236	86,72
441,595	82,58
441,954	81,33
442,314	87,57
442,673	87,14
443,032	82,18
443,39	83,69
443,749	87,3
444,108	84,39
444,467	81,94
444,826	82,42
445,185	89,92
445,543	90,04
445,902	83,16
446,261	85,6
446,619	91,59
446,978	90,05
447,336	86,77
447,695	93,89
448,053	86,57
448,412	91,56
448,77	91,76
449,128	93,35
449,486	92,31
449,845	94,32
450,203	90,02
450,561	97,63
450,919	97,05
451,277	96,99
451,635	88,61
451,993	101,37
452,351	95,92
452,709	96,67
453,067	103,73
453,425	101,83
453,783	104,67
454,141	103,93
454,498	108,47
454,856	105,64
455,214	110,58
455,571	110,39
455,929	105,05
456,286	107,37
456,644	112,58
457,001	110,06
457,359	108,53
457,716	110,76
458,073	110,74
458,431	111,45
458,788	110,51
459,145	114,15
459,502	113,23
459,86	111,43
460,217	117,81
460,574	113,98
460,931	117,45
461,288	114,61
461,645	120,07
462,002	117,91
462,358	122,35
462,715	114,44
463,072	124,99
463,429	118,39
463,786	118,59
464,142	119,78
464,499	115,35
464,855	117,78
465,212	122,18
465,569	121,95
465,925	117,39
466,281	120,18
466,638	122,74
466,994	120,56
467,35	125,02
467,707	118,96
468,063	124,54
468,419	114,1
468,775	121,46
469,131	122,44
469,488	122,9
469,844	123,14
470,2	124,5
470,556	121,43
470,911	131,96
471,267	130,16
471,623	131,39
471,979	127,87
472,335	128,52
472,69	136,34
473,046	142,04
473,402	140,68
473,757	139,24
474,113	144,69
474,469	145,95
474,824	142,21
475,179	145,42
475,535	143,71
475,89	143,91
476,246	147,18
476,601	146,04
476,956	148,61
477,311	153,02
477,666	152,19
478,022	150,51
478,377	147,75
478,732	152,89
479,087	153,81
479,442	154,45
479,797	154,16
480,151	152,76
480,506	156,8
480,861	157,93
481,216	159,27
481,571	156,86
481,925	157,06
482,28	158,27
482,635	161,75
482,989	158,36
483,344	159,83
483,698	157,17
484,053	159,18
484,407	163,49
484,761	161,31
485,116	163,41
485,47	163,18
485,824	165,6
486,178	165,92
486,533	164,11
486,887	165,15
487,241	163,78
487,595	168,99
487,949	169,25
488,303	166,81
488,657	168,75
489,011	169,88
489,364	174,64
489,718	173,2
490,072	169
490,426	169,58
490,779	175,43
491,133	179,88
491,487	174,12
491,84	178,44
492,194	177,98
492,547	178,46
492,901	183,85
493,254	179,26
493,607	181,52
493,961	184,63
494,314	184,91
494,667	186,18
495,02	190,88
495,374	188,12
495,727	187,53
496,08	190,62
496,433	190,42
496,786	192,15
497,139	191,41
497,492	191,34
497,845	194,11
498,197	196,79
498,55	192,35
498,903	194,45
499,256	195,04
499,608	195,16
499,961	192,99
500,313	197,37
500,666	201,37
501,019	201,41
501,371	200,57
501,723	202,25
502,076	201,97
502,428	205,06
502,78	208,27
503,133	209,87
503,485	203,69
503,837	204,21
504,189	206,35
504,541	206,54
504,893	203,29
505,245	206,29
505,597	207,36
505,949	205,28
506,301	205,34
506,653	209,57
507,005	210,04
507,357	211,68
507,708	208,99
508,06	205,43
508,412	212,94
508,763	212,4
509,115	210,22
509,466	210,51
509,818	212,01
510,169	214,11
510,521	210,1
510,872	212,01
511,223	214,12
511,575	216,05
511,926	214,09
512,277	213,88
512,628	217,09
512,979	219,04
513,33	219,45
513,681	220,7
514,032	219,7
514,383	224,76
514,734	225,18
515,085	226,34
515,436	223,19
515,787	229,74
516,138	223,7
516,488	226,73
516,839	235,38
517,19	231,86
517,54	236,35
517,891	238,87
518,241	236,63
518,592	240,11
518,942	238,45
519,292	242,39
519,643	242,24
519,993	243,13
520,343	242,26
520,693	242,07
521,044	245,68
521,394	248,39
521,744	244,69
522,094	245,35
522,444	248,44
522,794	248,01
523,144	246,07
523,494	248,22
523,843	248,87
524,193	251,28
524,543	248,93
524,893	248,86
525,242	246,82
525,592	246,46
525,942	248,59
526,291	247,28
526,641	247,17
526,99	251,46
527,34	251,56
527,689	246,82
528,038	243,82
528,388	247,61
528,737	250,5
529,086	248,86
529,435	252,68
529,784	246,23
530,133	251,86
530,482	250,99
530,831	251,67
531,18	256,98
531,529	257,94
531,878	255,97
532,227	261,24
532,576	258,72
532,925	266,8
533,273	268,47
533,622	267,05
533,971	265,31
534,319	272,13
534,668	274,92
535,016	277,45
535,365	276,04
535,713	284,46
536,061	281,81
536,41	282,45
536,758	286,48
537,106	295,02
537,454	290,2
537,803	291,01
538,151	291,47
538,499	296,12
538,847	294,05
539,195	298,65
539,543	299,69
539,891	294,72
540,239	298,3
540,586	304,46
540,934	301,86
541,282	301,93
541,63	302,82
541,977	301,09
542,325	305,84
542,672	305,74
543,02	305,61
543,367	304,16
543,715	310,41
544,062	302,65
544,41	304,49
544,757	312,78
545,104	310,17
545,452	309,83
545,799	307,08
546,146	310,57
546,493	312,45
546,84	316,16
547,187	312,61
547,534	321,79
547,881	318,41
548,228	313,4
548,575	321,89
548,922	321,29
549,268	328,38
549,615	320,1
549,962	324,61
550,308	327,43
550,655	322,4
551,002	329,51
551,348	326,65
551,695	327,47
552,041	330,59
552,387	332,02
552,734	335,42
553,08	333,85
553,426	329,1
553,772	338,14
554,119	332,01
554,465	338,06
554,811	333,3
555,157	336,61
555,503	337,24
555,849	338,32
556,195	340,19
556,541	339,27
556,886	343,52
557,232	339,44
557,578	340,86
557,924	340,85
558,269	344,55
558,615	344,86
558,961	349,92
559,306	348,42
559,652	346,35
559,997	351,98
560,342	350,23
560,688	355,77
561,033	352,42
561,378	357,58
561,724	362,01
562,069	357,8
562,414	358,44
562,759	365,47
563,104	364,1
563,449	363,84
563,794	361,99
564,139	367,76
564,484	367,71
564,829	368,43
565,174	366,54
565,518	366,61
565,863	371,81
566,208	375,79
566,552	371,62
566,897	367,4
567,242	369,58
567,586	373,72
567,931	374,33
568,275	377,08
568,619	373,35
568,964	377,23
569,308	378,55
569,652	377,34
569,996	374,39
570,341	379,69
570,685	382,98
571,029	379,03
571,373	384,54
571,717	379,96
572,061	387,52
572,405	386,19
572,748	388,25
573,092	384,42
573,436	390,79
573,78	385,52
574,123	382,95
574,467	387,45
574,811	393,08
575,154	391,82
575,498	397,06
575,841	393,53
576,185	392,12
576,528	395,46
576,871	395,24
577,215	399,1
577,558	393,91
577,901	401,67
578,244	397,82
578,587	402,46
578,93	397,63
579,274	398,01
579,616	395,47
579,959	401,85
580,302	403,22
580,645	399,79
580,988	406,14
581,331	404,47
581,674	405,88
582,016	407,19
582,359	403,05
582,701	401,09
583,044	400,16
583,387	402,98
583,729	400,53
584,071	406,2
584,414	407,11
584,756	410,36
585,098	410,48
585,441	406,94
585,783	410,36
586,125	406,08
586,467	410,98
586,809	408,18
587,151	412,97
587,493	413,45
587,835	416,81
588,177	415,36
588,519	418,23
588,861	424,53
589,202	418,51
589,544	425,64
589,886	422,35
590,228	426,29
590,569	426,8
590,911	427,31
591,252	426,15
591,594	429,89
591,935	430,58
592,276	436,69
592,618	440,7
592,959	437,4
593,3	438,63
593,641	438,9
593,983	445,15
594,324	446,12
594,665	446,62
595,006	447,66
595,347	443,58
595,688	450,79
596,029	451,41
596,369	455,24
596,71	454,52
597,051	453,48
597,392	460,67
597,732	467,16
598,073	466,25
598,414	465,18
598,754	470,51
599,095	468,49
599,435	475,96
599,775	467,87
600,116	472,94
600,456	475,18
600,796	479,67
601,137	471,54
601,477	475,34
601,817	478,71
602,157	480,79
602,497	482,81
602,837	479,07
603,177	485,29
603,517	477,96
603,857	485,17
604,197	484,25
604,536	477,54
604,876	478,99
605,216	480,26
605,555	478,95
605,895	491,01
606,235	477,39
606,574	488,58
606,914	486,19
607,253	487,48
607,592	492,4
607,932	487,34
608,271	486,67
608,61	489,93
608,949	491,07
609,289	493,89
609,628	496,32
609,967	500,67
610,306	496,11
610,645	496,51
610,984	492,24
611,323	487,28
611,661	500,47
612	492,59
612,339	499,5
612,678	500,84
613,016	504,38
613,355	499,07
613,694	503,59
614,032	501,74
614,371	500,37
614,709	500,9
615,047	500,27
615,386	505,29
615,724	509,28
616,062	508,32
616,401	505,25
616,739	503,47
617,077	504,4
617,415	510,85
617,753	510,85
618,091	510,38
618,429	512
618,767	511,47
619,105	506,49
619,443	510,67
619,78	522,15
620,118	511,78
620,456	518,79
620,793	512,54
621,131	516,91
621,468	516,5
621,806	516,03
622,143	517,1
622,481	522,11
622,818	521,66
623,156	524,66
623,493	525,34
623,83	522,59
624,167	528,05
624,504	518,53
624,841	527,71
625,178	520,52
625,515	530,22
625,852	527,26
626,189	534,35
626,526	523,17
626,863	531,79
627,2	530,35
627,537	537,59
627,873	529,77
628,21	527,71
628,546	541,1
628,883	532,61
629,22	537,62
629,556	538,21
629,892	537
630,229	537,95
630,565	545,4
630,901	542,5
631,238	541,54
631,574	543,9
631,91	551,09
632,246	542,83
632,582	544,14
632,918	549,76
633,254	550,08
633,59	544,12
633,926	548,13
634,262	545
634,597	544,67
634,933	555,07
635,269	563,36
635,604	559,5
635,94	563,24
636,276	558,15
636,611	562
636,947	564,68
637,282	558
637,617	559,66
637,953	560,5
638,288	557,11
638,623	565,58
638,958	571,27
639,294	568,97
639,629	571,2
639,964	578,27
640,299	572,44
640,634	576,61
640,969	573,38
641,303	578,53
641,638	574,06
641,973	577,21
642,308	576,77
642,642	581,75
642,977	578,5
643,312	573,62
643,646	585,56
643,981	581,36
644,315	574,58
644,65	582,95
644,984	578,89
645,318	586,51
645,653	585,16
645,987	582,14
646,321	580,17
646,655	591,39
646,989	581,51
647,323	593,19
647,657	587,63
647,991	592,29
648,325	586,41
648,659	583,53
648,993	592,23
649,326	594,21
649,66	590,35
649,994	588,82
650,327	587,38
650,661	591,73
650,995	597,03
651,328	588,73
651,662	593,7
651,995	597,3
652,328	603,36
652,662	590,95
652,995	599,39
653,328	592,97
653,661	589,64
653,994	592,69
654,327	607,53
654,66	594,63
654,993	601,31
655,326	599,49
655,659	597,59
655,992	600,15
656,325	600,17
656,658	609,12
656,99	611,36
657,323	614,9
657,656	605,97
657,988	613,56
658,321	608,57
658,653	608,23
658,986	613,69
659,318	614,69
659,65	608,99
659,983	610,78
660,315	612,06
660,647	618,73
660,979	616,48
661,311	609,55
661,643	614,68
661,975	612,62
662,307	612,6
662,639	607,05
662,971	621,82
663,303	619,91
663,635	608,07
663,966	610,45
664,298	616,97
664,63	626,72
664,961	618,04
665,293	615,09
665,624	621,49
665,956	613,98
666,287	617,89
666,618	622,22
666,95	627,5
667,281	627,18
667,612	619,57
667,943	617,16
668,274	619,06
668,606	626,05
668,937	617
669,268	633,59
669,598	628,5
669,929	637,03
670,26	627,62
670,591	631,29
670,922	624,24
671,252	626,72
671,583	630,79
671,914	633,97
672,244	639,13
672,575	632,57
672,905	634,92
673,236	625,71
673,566	623,77
673,896	627,35
674,227	618,22
674,557	634,68
674,887	639,02
675,217	635,97
675,547	635,25
675,877	629,15
676,207	637,23
676,537	641,58
676,867	641,32
677,197	642,81
677,527	640,14
677,857	637,8
678,186	641,45
678,516	638,04
678,846	641,21
679,175	649,23
679,505	639,05
679,834	636,85
680,164	636,4
680,493	651,27
680,822	650,31
681,152	650,68
681,481	647,23
681,81	641,83
682,139	645,17
682,468	651
682,797	651
683,126	646,61
683,455	650,88
683,784	651,02
684,113	649,17
684,442	649,08
684,771	644,29
685,099	646,95
685,428	651,33
685,757	651,3
686,085	643,06
686,414	650,43
686,742	655,26
687,071	655,65
687,399	658,33
687,727	656,59
688,056	657,74
688,384	654,41
688,712	648,67
689,04	654,73
689,368	645,36
689,696	641,27
690,024	643,91
690,352	657,54
690,68	650,23
691,008	662,98
691,336	646,28
691,664	647,17
691,991	649,83
692,319	652,62
692,647	648,44
692,974	646,44
693,302	650,93
693,629	647,22
693,957	645,51
694,284	659,25
694,611	642,58
694,939	639,41
695,266	634,15
695,593	641,24
695,92	630,89
696,247	638,97
696,574	638,05
696,901	630,41
697,228	632,14
697,555	639,58
697,882	630,48
698,209	629,4
698,536	635,19
698,862	624,32
699,189	625,89
699,516	619,69
699,842	624,95
700,169	627,43
700,495	628,43
700,822	625,38
701,148	615,49
701,474	615,3
701,801	617,71
702,127	626,07
702,453	609,29
702,779	621,43
703,105	618,91
703,431	621,77
703,757	605,13
704,083	612,37
704,409	613,77
704,735	614,07
705,061	616,12
705,387	623,06
705,712	615,21
706,038	618,19
706,364	609,53
706,689	614,01
707,015	607,59
707,34	597,83
707,666	607,59
707,991	597,37
708,316	591,02
708,642	600,4
708,967	602,13
709,292	600,1
709,617	589,05
709,942	593,63
710,267	591,31
710,592	584,31
710,917	592,11
711,242	590,14
711,567	587,07
711,892	589,06
712,216	576,8
712,541	570,93
712,866	568,08
713,19	566,45
713,515	572,38
713,839	563,42
714,164	569,55
714,488	556,22
714,813	564,8
715,137	554,75
715,461	541,66
715,785	540,88
716,11	549,86
716,434	549,06
716,758	541,82
717,082	537,58
717,406	530,56
717,73	529,62
718,053	535,35
718,377	524,6
718,701	519,67
719,025	515,16
719,348	512,92
719,672	512,07
719,996	508,62
720,319	490,77
720,643	493,75
720,966	479,64
721,289	481,86
721,613	474,06
721,936	475,62
722,259	460,76
722,582	456,96
722,906	444,42
723,229	446,6
723,552	435,45
723,875	430,73
724,198	425,01
724,521	414,15
724,843	407,43
725,166	410,93
725,489	391,6
725,812	384,42
726,134	376,14
726,457	367,99
726,779	361,07
727,102	351,52
727,424	340,1
727,747	324,76
728,069	320,24
728,391	321,7
728,714	296,15
729,036	296,07
729,358	284,11
729,68	265,64
730,002	264,84
730,324	249,86
730,646	241,87
730,968	232,44
731,29	222,69
731,612	205,55
731,934	201,74
732,255	185,19
732,577	185,64
732,899	170,07
733,22	165,39
733,542	154,27
733,863	150,65
734,185	140,43
734,506	136,09
734,827	124,18
735,149	117,63
735,47	111,4
735,791	110,52
736,112	105,02
736,433	100,67
736,754	94
737,075	83,18
737,396	80,19
737,717	77,67
738,038	74,59
738,359	71,35
738,679	66,33
739	66,22
739,321	61,85
739,641	54,23
739,962	52,79
740,282	48,75
740,603	51
740,923	47,33
741,243	41,68
741,564	39,92
741,884	35,63
742,204	35,89
742,524	34,35
742,844	35,68
743,164	33,15
743,484	28,55
743,804	26,23
744,124	30,56
744,444	26,05
744,764	27,94
745,083	25,3
745,403	24,11
745,723	21,88
746,042	20,06
746,362	19,37
746,681	18,22
747,001	18,99
747,32	16,53
747,64	15,17
747,959	17,49
748,278	16,71
748,597	14,18
748,916	12,1
749,236	14,55
749,555	9,92
749,874	10,97
750,193	11,86
750,511	10,44
750,83	11,66
751,149	12,9
751,468	8,67
751,786	10,5
752,105	8,87
752,424	7,51
752,742	7,05
753,061	5,67
753,379	5,72
753,698	5,04
754,016	5,25
754,334	3,22
754,652	3,38
754,971	8,79
755,289	4,27
755,607	4,63
755,925	2,44
756,243	2,03
756,561	6,6
756,879	4,74
757,197	6,23
757,514	6,2
757,832	0,9
758,15	5,6
758,467	3,83
758,785	3,89
759,103	2,17
759,42	4,51
759,738	-0,5
760,055	3,6
760,372	-2,64
760,69	3,33
761,007	2,16
761,324	2,51
761,641	1,48
761,958	2,6
762,275	1,41
762,592	3,51
762,909	1,04
763,226	3,03
763,543	1,65
763,86	-0,49
764,176	0,79
764,493	-0,4
764,81	4,92
765,126	2,07
765,443	0,61
765,759	3,84
766,076	3,24
766,392	0,79
766,708	-1,16
767,025	2,12
767,341	-0,15
767,657	1,12
767,973	1,04
768,289	-1,75
768,605	-0,82
768,921	0,69
769,237	2,14
769,553	0,53
769,869	0,02
770,185	-0,74
770,5	-0,06
770,816	-1,6
771,132	1,15
771,447	0,89
771,763	-1,03
772,078	2,53
772,394	-2,4
772,709	1,39
773,024	4,89
773,34	0,64
773,655	1,33
773,97	1,16
774,285	-0,07
774,6	3,33
774,915	-0,34
775,23	-1,04
775,545	1,87
775,86	3,63
776,175	3,84
776,49	2,37
776,804	2,72
777,119	3,56
777,434	0,93
777,748	-1,35
778,063	2,66
778,377	1,13
778,691	1,85
779,006	1,88
779,32	-1,1
779,634	1,06
779,949	-0,35
780,263	-0,64
780,577	1,45
780,891	3,73
781,205	2,22
781,519	1,57
781,833	-0,46
782,147	-0,36
782,46	4,99
782,774	-0,46
783,088	-0,37
783,401	1,78
783,715	2,22
784,029	-1,07
784,342	0,43
784,655	4,34
784,969	1,34
785,282	0,23
785,595	4,11
785,909	0,94
786,222	1,27
786,535	0,24
786,848	1,81
787,161	1,3
787,474	-0,29
787,787	0,66
788,1	1,64
788,413	3,89
788,725	-0,19
789,038	-1,4
789,351	-1,51
789,663	2,55
789,976	1,9
790,288	2,37
790,601	-0,53
790,913	-0,87
791,226	3,29
791,538	-2,01
791,85	-1,33
792,162	0,03
792,475	-6,08
792,787	1,07
793,099	-3,08
793,411	-3,6
793,723	1,33
794,034	-1,39
794,346	1,92
794,658	2,07
794,97	4,2
795,282	3,51
795,593	1,23
795,905	-1,45
796,216	2,87
796,528	1,91
796,839	-2,59
797,151	-4,57
797,462	5,06
797,773	1,56
798,084	-1,5
798,396	-2,15
798,707	-0,74
799,018	4,33
799,329	3,27
799,64	2,54
799,951	1,08
800,261	-2,09
800,572	2,55
800,883	-3,28
801,194	-1,83
801,504	1,79
801,815	4,88
802,125	6,6
802,436	-4,79
802,746	1,55
803,057	3,64
803,367	0,17
803,677	-1,92
803,988	2,7
804,298	1,43
804,608	2,88
804,918	-6,24
805,228	-1,4
805,538	2,2
805,848	2,5
806,158	3,39
806,468	1,63
806,777	-1,15
807,087	4,2
807,397	5,36
807,706	1,52
808,016	0,04
808,325	0,96
808,635	5,47
808,944	3,09
809,254	3,11
809,563	0,81
809,872	-3,84
810,181	-0,74
