24
Device Source:1001	USB2+H14197
310,651	0
311,024	-0
311,396	0
311,768	0
312,14	0
312,512	-0
312,884	-0
313,256	0
313,628	-0
313,999	0
314,371	0
314,743	0
315,115	0
315,487	0
315,858	-0
316,23	0
316,602	0
316,973	0
317,345	-0
317,716	0
318,088	-0
318,459	0
318,831	-0
319,202	0
319,573	0
319,945	-0
320,316	-0
320,687	0
321,058	0
321,429	0
321,801	0
322,172	0
322,543	0
322,914	0
323,285	0
323,656	0
324,027	-0
324,398	-0
324,768	0
325,139	0
325,51	-0
325,881	0
326,252	0
326,622	0
326,993	0
327,364	0
327,734	0
328,105	0
328,475	-0
328,846	0
329,216	-0
329,587	0
329,957	0
330,327	0
330,698	0
331,068	0
331,438	-0
331,808	0
332,178	0
332,549	0
332,919	0
333,289	-0
333,659	-0
334,029	0
334,399	0
334,769	0
335,139	-0
335,508	0
335,878	0
336,248	0
336,618	0
336,987	-0
337,357	0
337,727	0
338,096	0
338,466	0
338,835	0
339,205	0
339,574	0
339,944	0
340,313	-0
340,683	0
341,052	-0
341,421	-0
341,79	0
342,16	0
342,529	0
342,898	0
343,267	0
343,636	0
344,005	0
344,374	0
344,743	0
345,112	0
345,481	0
345,85	0
346,219	0
346,588	0
346,956	0
347,325	0
347,694	0
348,062	0
348,431	0
348,8	-0
349,168	0
349,537	0
349,905	0
350,274	2,32
350,642	1,54
351,01	1,77
351,379	1,83
351,747	1,61
352,115	1,64
352,483	-0,18
352,852	0,16
353,22	2,21
353,588	1,73
353,956	1,13
354,324	2,42
354,692	0,32
355,06	0,58
355,428	1,98
355,796	2,29
356,164	2
356,532	1,32
356,899	0,69
357,267	0,59
357,635	1,01
358,003	-0,91
358,37	0,41
358,738	-1,17
359,105	-0,1
359,473	-0,09
359,84	1,79
360,208	0,6
360,575	0,74
360,943	1,72
361,31	0,01
361,678	2,59
362,045	-0,15
362,412	-1,24
362,779	1,68
363,146	0,83
363,514	1,29
363,881	0,45
364,248	0,45
364,615	1,88
364,982	0,47
365,349	1,81
365,716	0,48
366,083	0,54
366,45	2,11
366,816	1,12
367,183	-1,07
367,55	0,01
367,917	1,14
368,283	0,86
368,65	0,9
369,017	1,55
369,383	1,07
369,75	0,68
370,116	1,11
370,483	0,08
370,849	0,21
371,216	0,53
371,582	0,77
371,948	2,56
372,314	0,34
372,681	1,97
373,047	0,07
373,413	0,96
373,779	2,22
374,145	0,09
374,511	0,16
374,877	0,69
375,243	0,45
375,609	0,9
375,975	0,63
376,341	0,16
376,707	0,25
377,073	0,89
377,439	0,75
377,804	-0,31
378,17	1,48
378,536	0,43
378,901	1,08
379,267	0,45
379,633	0,47
379,998	-0,32
380,364	-0,43
380,729	1,29
381,094	0,96
381,46	0,83
381,825	-0,15
382,19	0,07
382,556	1,1
382,921	0,38
383,286	0,36
383,651	0,63
384,016	1,5
384,381	0,68
384,747	1,71
385,112	-0,07
385,477	0,33
385,841	0,4
386,206	0,28
386,571	0,38
386,936	0,24
387,301	1,04
387,666	0,79
388,03	1,57
388,395	0,55
388,76	0,46
389,124	0,37
389,489	1,42
389,853	0,52
390,218	0,32
390,582	0,26
390,947	0,01
391,311	1,15
391,675	1,52
392,04	0,9
392,404	1,36
392,768	0,93
393,132	0,77
393,497	0,69
393,861	2,02
394,225	1,53
394,589	2,29
394,953	1,93
395,317	2,28
395,681	2,76
396,045	1,3
396,409	2,7
396,772	0,74
397,136	3,47
397,5	2,93
397,864	2,71
398,227	2,68
398,591	4,02
398,955	3,22
399,318	3,19
399,682	2,75
400,045	3,45
400,409	3,81
400,772	3,53
401,135	3,74
401,499	4
401,862	4,85
402,225	4,53
402,589	5,26
402,952	4,69
403,315	4,63
403,678	3,9
404,041	4,89
404,404	4,38
404,767	4,83
405,13	5,49
405,493	4,54
405,856	4,62
406,219	4,79
406,582	4,1
406,944	5,5
407,307	5,37
407,67	5,41
408,033	7,45
408,395	5,69
408,758	6
409,12	5,6
409,483	6,31
409,845	7,04
410,208	7,39
410,57	6,6
410,933	8,09
411,295	6,99
411,657	7,42
412,019	7,32
412,382	7,43
412,744	7,28
413,106	8,25
413,468	8,21
413,83	7,54
414,192	8,44
414,554	8,55
414,916	8
415,278	7,46
415,64	7,86
416,002	9,16
416,364	8,83
416,725	9,35
417,087	8,61
417,449	9,12
417,81	9,02
418,172	8,72
418,534	8,8
418,895	8,7
419,257	9,04
419,618	9,84
419,98	9,12
420,341	8,8
420,702	8,92
421,064	10,79
421,425	8,54
421,786	9,64
422,147	9,76
422,509	9,2
422,87	10,37
423,231	10,21
423,592	10,53
423,953	10,88
424,314	10,55
424,675	10,87
425,036	10,36
425,396	11,19
425,757	10,48
426,118	11,94
426,479	11,49
426,839	11,75
427,2	11,19
427,561	12,8
427,921	12,17
428,282	11,73
428,642	12,3
429,003	11,59
429,363	12,33
429,724	12,46
430,084	12,3
430,444	12,95
430,805	13,72
431,165	11,95
431,525	12,49
431,885	12,13
432,245	12,43
432,606	12,84
432,966	13,35
433,326	12,6
433,686	14,04
434,046	13,26
434,405	13,7
434,765	13,64
435,125	11,61
435,485	14,02
435,845	14,03
436,204	15,13
436,564	13,92
436,924	13,71
437,283	14,11
437,643	14,84
438,002	14,78
438,362	14,59
438,721	15,74
439,081	15,2
439,44	15,37
439,799	15,12
440,159	15,44
440,518	15,12
440,877	15,58
441,236	15,73
441,595	15,56
441,954	15,96
442,314	17,04
442,673	16,31
443,032	16,52
443,39	16,6
443,749	17,11
444,108	16,25
444,467	15,74
444,826	16,22
445,185	16,52
445,543	17,42
445,902	15,74
446,261	16,97
446,619	17,64
446,978	16,66
447,336	17,05
447,695	17,79
448,053	16,93
448,412	18,23
448,77	18,1
449,128	18,85
449,486	17,16
449,845	18,39
450,203	17,6
450,561	18,24
450,919	18,65
451,277	19,53
451,635	17,8
451,993	20,58
452,351	19,48
452,709	20,12
453,067	20,84
453,425	20,73
453,783	20,68
454,141	20,89
454,498	21,8
454,856	20,87
455,214	20,79
455,571	21,4
455,929	21,45
456,286	20,87
456,644	21,69
457,001	22,27
457,359	20,87
457,716	22,18
458,073	22,38
458,431	22,12
458,788	22,21
459,145	23,01
459,502	22,98
459,86	22,81
460,217	23,52
460,574	23,57
460,931	24,67
461,288	23,91
461,645	24,48
462,002	24,09
462,358	24,18
462,715	24,24
463,072	25,18
463,429	24,57
463,786	24,35
464,142	24,02
464,499	23,36
464,855	24,21
465,212	24,58
465,569	24,74
465,925	24,39
466,281	24,39
466,638	24,86
466,994	24,84
467,35	25,15
467,707	25,29
468,063	25,67
468,419	23,05
468,775	24,14
469,131	25,2
469,488	25,68
469,844	26,35
470,2	25,59
470,556	25,87
470,911	27,12
471,267	27,07
471,623	27,39
471,979	26,82
472,335	27,64
472,69	28,78
473,046	30,06
473,402	28,48
473,757	29,16
474,113	29,37
474,469	30,44
474,824	29,94
475,179	30,72
475,535	29,99
475,89	30,94
476,246	31,76
476,601	32,24
476,956	31,38
477,311	32,18
477,666	32,18
478,022	31,64
478,377	31,28
478,732	32,27
479,087	33,02
479,442	32,75
479,797	32,83
480,151	32,34
480,506	33,66
480,861	34,03
481,216	33,96
481,571	32,93
481,925	34,55
482,28	34,96
482,635	34,97
482,989	34,76
483,344	33,44
483,698	33,69
484,053	34,51
484,407	34,47
484,761	34,89
485,116	35,45
485,47	35,12
485,824	35,97
486,178	35,85
486,533	35,7
486,887	35,79
487,241	34,88
487,595	36,25
487,949	37,34
488,303	37,09
488,657	36,81
489,011	36,95
489,364	37,81
489,718	38,63
490,072	37,69
490,426	37,42
490,779	38,77
491,133	40,75
491,487	38,79
491,84	39,68
492,194	38,9
492,547	39,7
492,901	40,24
493,254	39,52
493,607	40,31
493,961	40,69
494,314	41,36
494,667	42,19
495,02	42,85
495,374	42,47
495,727	41,43
496,08	42,79
496,433	43,06
496,786	42,35
497,139	42,18
497,492	42,78
497,845	43,49
498,197	43,47
498,55	43,92
498,903	43,58
499,256	44,09
499,608	44,5
499,961	43,86
500,313	45,31
500,666	45,1
501,019	45,84
501,371	45,62
501,723	46,84
502,076	46,69
502,428	46,98
502,78	47,48
503,133	47,51
503,485	46,58
503,837	46,87
504,189	46,55
504,541	47,32
504,893	47,13
505,245	47,73
505,597	47,66
505,949	47,58
506,301	47,64
506,653	49,16
507,005	48,2
507,357	49,34
507,708	48,77
508,06	47,83
508,412	49,59
508,763	49,41
509,115	49,75
509,466	49,6
509,818	48,78
510,169	49,31
510,521	48,83
510,872	50,04
511,223	49,86
511,575	50,89
511,926	50,49
512,277	51,26
512,628	51,16
512,979	51,56
513,33	50,71
513,681	53,07
514,032	52,25
514,383	53,15
514,734	53,77
515,085	53,64
515,436	53,47
515,787	54,8
516,138	54,67
516,488	54,53
516,839	56,14
517,19	55,56
517,54	57,14
517,891	56,61
518,241	56,86
518,592	57,52
518,942	58,1
519,292	57,05
519,643	58,67
519,993	58,24
520,343	58,09
520,693	59,41
521,044	59,66
521,394	60,53
521,744	59,79
522,094	59,82
522,444	60,08
522,794	59,74
523,144	60,22
523,494	60,77
523,843	60,33
524,193	61,38
524,543	60,63
524,893	60,82
525,242	60,61
525,592	60,54
525,942	60,9
526,291	60,79
526,641	60,37
526,99	60,9
527,34	60,96
527,689	60,95
528,038	60,64
528,388	61,73
528,737	61,47
529,086	61,54
529,435	62,52
529,784	61,85
530,133	62,21
530,482	62,98
530,831	62,26
531,18	64,03
531,529	63,94
531,878	64,06
532,227	65,43
532,576	64,12
532,925	66,29
533,273	67,25
533,622	66,18
533,971	66,58
534,319	68,57
534,668	69,89
535,016	69,26
535,365	69,5
535,713	71,08
536,061	71,6
536,41	71,36
536,758	72,85
537,106	74
537,454	72,84
537,803	73,9
538,151	73,52
538,499	74,69
538,847	73,37
539,195	75,04
539,543	76,63
539,891	75,21
540,239	75,31
540,586	76,23
540,934	77
541,282	77,41
541,63	77,63
541,977	77,09
542,325	77,97
542,672	76,51
543,02	78,34
543,367	78,32
543,715	78,68
544,062	78,57
544,41	78,12
544,757	79,94
545,104	78,49
545,452	79,44
545,799	79,88
546,146	80,33
546,493	80,16
546,84	81,39
547,187	80,49
547,534	83,22
547,881	83,02
548,228	82,59
548,575	83,4
548,922	83,78
549,268	85,55
549,615	84,03
549,962	84,81
550,308	85,25
550,655	83,69
551,002	86,65
551,348	84,3
551,695	84,49
552,041	87,1
552,387	87,36
552,734	86,55
553,08	87,14
553,426	87,16
553,772	87,26
554,119	87,79
554,465	88,81
554,811	88,83
555,157	89,2
555,503	89,37
555,849	89,94
556,195	88,66
556,541	90,62
556,886	90,04
557,232	89,76
557,578	90,29
557,924	90,63
558,269	91,31
558,615	92,85
558,961	94,35
559,306	92,77
559,652	91,91
559,997	93,6
560,342	93,09
560,688	95,83
561,033	95,49
561,378	95,33
561,724	96,08
562,069	96,24
562,414	96,55
562,759	97,19
563,104	96,52
563,449	98,06
563,794	97,62
564,139	98,66
564,484	98,25
564,829	99,04
565,174	98,38
565,518	99,91
565,863	102,94
566,208	101,53
566,552	100,93
566,897	100,18
567,242	100,98
567,586	102,48
567,931	101,75
568,275	102,59
568,619	102,72
568,964	104,16
569,308	102,61
569,652	102,57
569,996	102,86
570,341	105,04
570,685	105,51
571,029	105,82
571,373	105,6
571,717	104,16
572,061	107,57
572,405	105,5
572,748	105,55
573,092	106,25
573,436	105,62
573,78	105,76
574,123	107,64
574,467	108,87
574,811	107,91
575,154	108,95
575,498	111,1
575,841	108,58
576,185	109,83
576,528	108,53
576,871	108,91
577,215	110,91
577,558	110,11
577,901	111,64
578,244	111,45
578,587	111,09
578,93	112,1
579,274	112,36
579,616	110,63
579,959	112,35
580,302	112,7
580,645	112,79
580,988	112,88
581,331	114,57
581,674	113,15
582,016	114,58
582,359	112,69
582,701	113,31
583,044	113,31
583,387	112,99
583,729	113,39
584,071	115,13
584,414	115,43
584,756	115,77
585,098	115,82
585,441	115,62
585,783	116,99
586,125	115,94
586,467	116,67
586,809	117,08
587,151	116,41
587,493	117,69
587,835	118,52
588,177	117,3
588,519	119,19
588,861	120,48
589,202	119,69
589,544	121,44
589,886	120,88
590,228	122,26
590,569	122,9
590,911	123,13
591,252	122,66
591,594	124,49
591,935	125,11
592,276	125,15
592,618	126,97
592,959	126,9
593,3	126,23
593,641	127,23
593,983	129,24
594,324	129,33
594,665	129,67
595,006	130,32
595,347	130,6
595,688	131,99
596,029	130,9
596,369	132,74
596,71	134,03
597,051	133,49
597,392	134,32
597,732	135,37
598,073	136,96
598,414	136,13
598,754	137,77
599,095	134,97
599,435	138,42
599,775	138,51
600,116	137,41
600,456	138,22
600,796	139,63
601,137	139,5
601,477	141,2
601,817	140,48
602,157	141,53
602,497	140,98
602,837	142,7
603,177	143,03
603,517	141,83
603,857	142,46
604,197	143,2
604,536	141,82
604,876	142,81
605,216	143,03
605,555	143,77
605,895	143,97
606,235	142,76
606,574	143,48
606,914	144,84
607,253	146,7
607,592	145,64
607,932	145,01
608,271	146,85
608,61	145,22
608,949	146,28
609,289	146,33
609,628	149,4
609,967	149,86
610,306	148,42
610,645	150,74
610,984	146,31
611,323	146,88
611,661	149,12
612	146,87
612,339	148,84
612,678	150,43
613,016	150,9
613,355	150,18
613,694	149,91
614,032	151,48
614,371	150,14
614,709	152,17
615,047	152,17
615,386	150,61
615,724	152,55
616,062	153,88
616,401	153,69
616,739	153,47
617,077	153,7
617,415	154,08
617,753	153,26
618,091	154,57
618,429	155,2
618,767	155,81
619,105	155,28
619,443	156,22
619,78	159,17
620,118	156,15
620,456	158,02
620,793	157,8
621,131	157,98
621,468	156,22
621,806	158,23
622,143	159,79
622,481	159,47
622,818	157,82
623,156	161,15
623,493	159,44
623,83	161,81
624,167	161,77
624,504	160,19
624,841	163,54
625,178	160,09
625,515	163,11
625,852	161,45
626,189	163,63
626,526	162,67
626,863	162,55
627,2	162,49
627,537	165,34
627,873	166,69
628,21	163,68
628,546	167,72
628,883	166,6
629,22	167,15
629,556	166,31
629,892	167,1
630,229	167,68
630,565	167,66
630,901	168,41
631,238	169,79
631,574	170,16
631,91	171,59
632,246	170,46
632,582	170,12
632,918	171,72
633,254	172,86
633,59	171,76
633,926	173,97
634,262	170,39
634,597	173,21
634,933	173,07
635,269	176,28
635,604	176,96
635,94	175,93
636,276	174,74
636,611	174,83
636,947	178,35
637,282	174,54
637,617	176,77
637,953	177,62
638,288	179,25
638,623	175,99
638,958	179,16
639,294	180,54
639,629	180,37
639,964	182,61
640,299	181,32
640,634	180,87
640,969	182,52
641,303	182,67
641,638	184,42
641,973	183,13
642,308	183,77
642,642	184,57
642,977	182,81
643,312	184,59
643,646	184,14
643,981	187,69
644,315	185,84
644,65	186,18
644,984	186,41
645,318	187,04
645,653	185,44
645,987	186,74
646,321	184,7
646,655	187,82
646,989	186,22
647,323	189,14
647,657	188,2
647,991	188,39
648,325	185,88
648,659	187,81
648,993	188,69
649,326	187,35
649,66	191,21
649,994	191,67
650,327	187,76
650,661	191,9
650,995	191,27
651,328	188,71
651,662	190,42
651,995	194,76
652,328	193,18
652,662	192,7
652,995	190,62
653,328	190,88
653,661	189,7
653,994	191,18
654,327	195,87
654,66	191,78
654,993	193,55
655,326	193,63
655,659	193,81
655,992	193,99
656,325	195,04
656,658	196,91
656,99	195,82
657,323	196,82
657,656	198,19
657,988	198,29
658,321	200,61
658,653	198,99
658,986	199,64
659,318	198,36
659,65	197,16
659,983	197,83
660,315	199
660,647	200,31
660,979	200,3
661,311	200,64
661,643	201,16
661,975	200,44
662,307	200,08
662,639	200,27
662,971	204,33
663,303	202,18
663,635	201,29
663,966	200,12
664,298	204,22
664,63	204,58
664,961	205,21
665,293	200,71
665,624	203,54
665,956	202,91
666,287	204,71
666,618	206,04
666,95	208,26
667,281	207,15
667,612	205,65
667,943	203,82
668,274	205,56
668,606	205,71
668,937	205,78
669,268	207,73
669,598	208,34
669,929	212,86
670,26	207,98
670,591	209,6
670,922	211,13
671,252	208,36
671,583	209,96
671,914	211,81
672,244	212,11
672,575	208,55
672,905	210,28
673,236	210,64
673,566	208,08
673,896	212,14
674,227	210,38
674,557	211,41
674,887	213,85
675,217	212,6
675,547	212,94
675,877	212,52
676,207	214,49
676,537	217,38
676,867	215,17
677,197	216,06
677,527	217,12
677,857	215,13
678,186	215,38
678,516	216,94
678,846	216,99
679,175	216,95
679,505	219,53
679,834	216,7
680,164	215,04
680,493	220,27
680,822	219,35
681,152	217,24
681,481	220,6
681,81	217,66
682,139	219,73
682,468	221,77
682,797	221,55
683,126	220,95
683,455	221,42
683,784	224,07
684,113	219,82
684,442	220,15
684,771	219,53
685,099	222,46
685,428	221,67
685,757	223,9
686,085	221,37
686,414	225,39
686,742	223,81
687,071	225,66
687,399	223,51
687,727	223,37
688,056	222,71
688,384	222,42
688,712	223,21
689,04	221,47
689,368	224,58
689,696	222,09
690,024	220,68
690,352	223,43
690,68	225,85
691,008	225,71
691,336	223,84
691,664	222,8
691,991	223,31
692,319	223,82
692,647	225,1
692,974	221,7
693,302	226,63
693,629	225,08
693,957	223,13
694,284	226,19
694,611	222,33
694,939	220,8
695,266	223,51
695,593	223,36
695,92	218,37
696,247	221,49
696,574	220,5
696,901	220,87
697,228	218,99
697,555	221,22
697,882	220,47
698,209	219,02
698,536	218,93
698,862	220,19
699,189	218,34
699,516	217,07
699,842	220,35
700,169	219,65
700,495	221,4
700,822	219,06
701,148	215,33
701,474	212,28
701,801	215,85
702,127	216,7
702,453	217,68
702,779	215,46
703,105	216,67
703,431	217,27
703,757	213,13
704,083	214,16
704,409	217,98
704,735	214,24
705,061	215,84
705,387	218,92
705,712	214,56
706,038	214,78
706,364	215,15
706,689	213,15
707,015	212,76
707,34	211,03
707,666	211,66
707,991	211,95
708,316	207,97
708,642	211,68
708,967	208,8
709,292	211,4
709,617	211,41
709,942	210,38
710,267	207,2
710,592	207,46
710,917	208,68
711,242	206,87
711,567	206,97
711,892	206,58
712,216	204,11
712,541	201,34
712,866	202,99
713,19	202,42
713,515	201,87
713,839	199,75
714,164	201,22
714,488	199,66
714,813	199,35
715,137	195,03
715,461	194,44
715,785	192,19
716,11	192,72
716,434	192,29
716,758	193,35
717,082	191,91
717,406	191,51
717,73	187,9
718,053	186,11
718,377	185,01
718,701	183,45
719,025	183,66
719,348	185,32
719,672	179,08
719,996	177,45
720,319	178,12
720,643	177,73
720,966	172,98
721,289	170,96
721,613	169,76
721,936	166,11
722,259	165,27
722,582	161,87
722,906	158,49
723,229	159,66
723,552	153,77
723,875	151,6
724,198	149,82
724,521	149,73
724,843	144,42
725,166	143,06
725,489	142,07
725,812	136,84
726,134	133,87
726,457	132,24
726,779	125,96
727,102	125,19
727,424	121,04
727,747	115,76
728,069	113,84
728,391	110,24
728,714	105,37
729,036	101,9
729,358	99,29
729,68	97,04
730,002	94,31
730,324	87,29
730,646	84,42
730,968	81,03
731,29	76,76
731,612	71,93
731,934	70,6
732,255	66,47
732,577	64,35
732,899	59,37
733,22	57,78
733,542	53,74
733,863	52,35
734,185	49,07
734,506	46,37
734,827	44,2
735,149	40,9
735,47	37,89
735,791	37,61
736,112	35,66
736,433	34,46
736,754	32,41
737,075	30,17
737,396	27,3
737,717	26,75
738,038	25,91
738,359	25,09
738,679	23,44
739	21,25
739,321	21,29
739,641	19,17
739,962	18,28
740,282	17,57
740,603	16,28
740,923	16,59
741,243	15,33
741,564	14,01
741,884	13,66
742,204	13,7
742,524	12,57
742,844	12,46
743,164	10,8
743,484	9,96
743,804	9,83
744,124	10,08
744,444	8,77
744,764	8,85
745,083	8,79
745,403	7,84
745,723	8,2
746,042	7,23
746,362	6,37
746,681	6,32
747,001	6,97
747,32	5,82
747,64	4,32
747,959	5,62
748,278	5,29
748,597	5,53
748,916	4,82
749,236	4,21
749,555	2,85
749,874	4,47
750,193	2,57
750,511	3,34
750,83	3,95
751,149	3,49
751,468	2,59
751,786	2,86
752,105	2,52
752,424	3,06
752,742	1
753,061	2,47
753,379	1,45
753,698	2,71
754,016	1,61
754,334	1,3
754,652	0,8
754,971	2,12
755,289	1,11
755,607	1,34
755,925	1,11
756,243	0,61
756,561	1,57
756,879	1,78
757,197	1,32
757,514	1,91
757,832	0,49
758,15	0,81
758,467	1,25
758,785	0,96
759,103	0,51
759,42	0,97
759,738	-0,02
760,055	1,15
760,372	0,34
760,69	-0,28
761,007	0,74
761,324	1,08
761,641	-0,22
761,958	0,29
762,275	0,38
762,592	0,96
762,909	0,82
763,226	0,54
763,543	0,2
763,86	-0,55
764,176	0,29
764,493	0,09
764,81	1,75
765,126	0,59
765,443	0,95
765,759	1,01
766,076	0,67
766,392	0,87
766,708	-0,3
767,025	0,53
767,341	-0,47
767,657	0,28
767,973	0,4
768,289	-0,49
768,605	-0,46
768,921	0,56
769,237	0,37
769,553	0,34
769,869	0,76
770,185	-0,08
770,5	0,37
770,816	-0,49
771,132	-0,13
771,447	0,35
771,763	-0,48
772,078	1,26
772,394	-0,47
772,709	0,46
773,024	0,6
773,34	-0,19
773,655	-0,79
773,97	-0,42
774,285	-0,11
774,6	0,46
774,915	-0,72
775,23	-0,11
775,545	0,12
775,86	0,66
776,175	0,99
776,49	0,45
776,804	0,77
777,119	0,66
777,434	-0,11
777,748	0,16
778,063	-0,29
778,377	-0,75
778,691	0,01
779,006	0,92
779,32	-0,57
779,634	0,41
779,949	-0,12
780,263	0,32
780,577	0,51
780,891	0,51
781,205	0,41
781,519	0,83
781,833	-0,21
782,147	1,06
782,46	0,71
782,774	-0,89
783,088	1,37
783,401	0,93
783,715	0,96
784,029	-0,88
784,342	-0,12
784,655	1,29
784,969	-0,36
785,282	0,34
785,595	0,64
785,909	0,34
786,222	0,42
786,535	-0,58
786,848	0,97
787,161	0,29
787,474	0,01
787,787	0,01
788,1	0,25
788,413	-0,41
788,725	-0,03
789,038	-0,03
789,351	-1
789,663	0,98
789,976	1,38
790,288	1,07
790,601	0,08
790,913	-0,8
791,226	0,93
791,538	-1,36
791,85	-0,07
792,162	0,43
792,475	-1,34
792,787	-0,48
793,099	-1,01
793,411	-0,07
793,723	0,4
794,034	0,16
794,346	0,28
794,658	0,36
794,97	2,39
795,282	0,32
795,593	0,72
795,905	-1,04
796,216	0,7
796,528	-0,65
796,839	-1,01
797,151	-0,72
797,462	1,04
797,773	1,47
798,084	0,18
798,396	-0,07
798,707	-0,16
799,018	-0,29
799,329	0,31
799,64	0,23
799,951	-0,67
800,261	-0,21
800,572	-0,03
800,883	-1,38
801,194	-0,95
801,504	-1,67
801,815	1,07
802,125	0,86
802,436	-0,35
802,746	0,15
803,057	-0,49
803,367	0,1
803,677	0,06
803,988	0,93
804,298	0,33
804,608	-0,45
804,918	-2,04
805,228	0,39
805,538	-0,84
805,848	0,44
806,158	-0,23
806,468	-0,56
806,777	0,16
807,087	1,13
807,397	0,3
807,706	1,76
808,016	-1,98
808,325	1,87
